Date,Open,High,Low,Close,Adj Close,Volume,Company Name
2022-11-18,318.79998779296875,319.79998779296875,303.1499938964844,306.5,306.5,26949,Faze Three Limited
2022-11-21,306.54998779296875,306.54998779296875,290.0,292.25,292.25,16125,Faze Three Limited
2022-11-22,290.0,295.75,284.1000061035156,287.25,287.25,7829,Faze Three Limited
2022-11-23,299.0,299.0,284.0,286.45001220703125,286.45001220703125,5677,Faze Three Limited
2022-11-24,293.1499938964844,293.1499938964844,276.1000061035156,282.1499938964844,282.1499938964844,10232,Faze Three Limited
2022-11-25,292.0,292.0,273.1499938964844,276.3999938964844,276.3999938964844,7344,Faze Three Limited
2022-11-28,281.5,282.3500061035156,270.3500061035156,273.04998779296875,273.04998779296875,7779,Faze Three Limited
2022-11-29,277.45001220703125,280.45001220703125,268.04998779296875,273.04998779296875,273.04998779296875,10680,Faze Three Limited
2022-11-30,279.29998779296875,282.95001220703125,274.0,281.3500061035156,281.3500061035156,5335,Faze Three Limited
2022-12-01,287.0,311.1000061035156,285.0,304.04998779296875,304.04998779296875,18162,Faze Three Limited
2022-12-02,312.0,312.0,304.95001220703125,309.5,309.5,9704,Faze Three Limited
2022-12-05,314.75,314.75,296.5,302.20001220703125,302.20001220703125,10828,Faze Three Limited
2022-12-06,300.95001220703125,308.8999938964844,247.8000030517578,287.25,287.25,29227,Faze Three Limited
2022-12-07,289.1499938964844,291.75,287.0,290.25,290.25,4644,Faze Three Limited
2022-12-08,298.95001220703125,298.95001220703125,252.6999969482422,278.45001220703125,278.45001220703125,35274,Faze Three Limited
2022-12-09,285.8500061035156,288.0,276.6000061035156,279.45001220703125,279.45001220703125,7457,Faze Three Limited
2022-12-12,287.0,287.0,271.04998779296875,280.25,280.25,4469,Faze Three Limited
2022-12-13,280.5,288.0,275.0,279.25,279.25,14956,Faze Three Limited
2022-12-14,280.0,288.0,278.04998779296875,281.8500061035156,281.8500061035156,6199,Faze Three Limited
2022-12-15,288.45001220703125,288.45001220703125,282.1000061035156,285.20001220703125,285.20001220703125,5813,Faze Three Limited
2022-12-16,284.1499938964844,289.0,270.0,282.6000061035156,282.6000061035156,15114,Faze Three Limited
2022-12-19,287.8999938964844,287.8999938964844,274.20001220703125,277.0,277.0,6488,Faze Three Limited
2022-12-20,274.6499938964844,279.70001220703125,274.6499938964844,277.54998779296875,277.54998779296875,2561,Faze Three Limited
2022-12-21,278.6000061035156,280.0,256.0,264.5,264.5,9940,Faze Three Limited
2022-12-22,264.0,269.0,251.1000061035156,267.95001220703125,267.95001220703125,19268,Faze Three Limited
2022-12-23,260.1499938964844,268.6000061035156,259.1000061035156,262.29998779296875,262.29998779296875,24338,Faze Three Limited
2022-12-26,263.04998779296875,269.95001220703125,262.25,265.45001220703125,265.45001220703125,8093,Faze Three Limited
2022-12-27,269.8999938964844,286.8500061035156,267.8500061035156,281.6000061035156,281.6000061035156,8638,Faze Three Limited
2022-12-28,281.6000061035156,285.1499938964844,274.20001220703125,282.1000061035156,282.1000061035156,2749,Faze Three Limited
2022-12-29,282.1000061035156,298.0,270.0,279.3500061035156,279.3500061035156,5263,Faze Three Limited
2022-12-30,277.8500061035156,289.0,276.54998779296875,285.0,285.0,6887,Faze Three Limited
2023-01-02,281.79998779296875,287.3999938964844,280.6000061035156,282.25,282.25,2746,Faze Three Limited
2023-01-03,283.45001220703125,283.45001220703125,277.5,278.3500061035156,278.3500061035156,3478,Faze Three Limited
2023-01-04,275.3999938964844,285.0,270.54998779296875,279.04998779296875,279.04998779296875,2767,Faze Three Limited
2023-01-05,285.04998779296875,285.1499938964844,265.3999938964844,274.54998779296875,274.54998779296875,8410,Faze Three Limited
2023-01-06,279.75,279.75,271.04998779296875,273.29998779296875,273.29998779296875,2001,Faze Three Limited
2023-01-09,270.1000061035156,285.29998779296875,270.1000061035156,280.25,280.25,9220,Faze Three Limited
2023-01-10,274.0,285.0,274.0,280.1000061035156,280.1000061035156,3077,Faze Three Limited
2023-01-11,280.3999938964844,287.95001220703125,280.1000061035156,283.1000061035156,283.1000061035156,4908,Faze Three Limited
2023-01-12,280.95001220703125,286.0,280.0,285.3999938964844,285.3999938964844,4861,Faze Three Limited
2023-01-13,292.8999938964844,292.8999938964844,280.0,284.3999938964844,284.3999938964844,3509,Faze Three Limited
2023-01-16,284.8500061035156,285.8500061035156,280.1000061035156,282.6000061035156,282.6000061035156,3996,Faze Three Limited
2023-01-17,284.1499938964844,286.95001220703125,280.1000061035156,283.04998779296875,283.04998779296875,3981,Faze Three Limited
2023-01-18,285.8500061035156,285.95001220703125,280.0,282.25,282.25,5065,Faze Three Limited
2023-01-19,289.95001220703125,289.95001220703125,280.0,280.75,280.75,2171,Faze Three Limited
